0.001979005,0
0.804998818,0
1.603930490,0
2.402764391,0
3.198574723,0
3.996644053,0
4.800372606,0
5.600103975,0
6.403554765,0
7.212055625,0
8.005941272,0
8.809077932,0
9.610014582,0
10.412424222,0
11.214910156,0
12.017903697,0
12.817873975,0
13.617316815,0
14.417301710,0
15.217399220,0
16.016237934,0
16.814686923,0
17.613908859,0
18.413717747,0
19.211441066,0
20.012749445,0
20.813297057,1433.6
21.615748757,1433.6
22.413343097,949
23.212036932,949
24.012546388,949
24.809101644,2662.4
25.611121350,2662.4
26.410221481,913
27.212791813,913
28.014975194,913
28.809310893,0
29.608800203,0
30.407436268,215
31.200892079,215
32.000383243,215
32.798158416,551
33.601850769,551
34.400987387,803
35.196771186,803
35.999293314,803
36.796994589,0
37.596096509,0
38.396313272,0
39.197382763,0
39.993900933,0
40.792420792,0
41.588226711,0
42.387871272,0
43.188655047,0
43.985284742,0
44.786211419,0
45.581674772,0
46.377929137,0
47.177629164,0
47.976195993,0
48.777477004,98
49.584297857,98
50.380850013,1740.8
51.182600756,1740.8
51.979474333,1740.8
52.782217526,3993.6
53.584763470,3993.6
54.386802600,5427.2
55.191842184,5427.2
55.990408058,5427.2
56.790378380,5939.2
57.595575972,5939.2
58.401894095,6348.8
59.221350096,6348.8
60.031190121,6348.8
60.831904820,5529.6
61.633886920,5529.6
62.439396180,3686.4
63.237934440,3686.4
64.042559520,3686.4
64.843256872,3481.6
65.646785160,3481.6
66.452925675,3891.2
67.254285215,3891.2
68.057339367,3891.2
68.859743899,2560.0
69.655747892,2560.0
70.464391438,4198.4
71.267387188,4198.4
72.073722779,4198.4
72.873501337,4403.2
73.675782590,4403.2
74.479340733,4915.2
75.283179338,4915.2
76.082382813,4915.2
76.887171093,7270.4
77.687961755,7270.4
78.492999765,6553.6
79.293453281,6553.6
80.095877005,6553.6
80.900604016,2662.4
81.702704347,2662.4
82.504522178,4300.8
83.308136694,4300.8
84.107797767,4300.8
84.907681470,6553.6
85.711937821,6553.6
86.517229240,6553.6
87.319970833,3788.8
88.124525036,3788.8
88.921330073,4608.0
89.723526345,4608.0
90.527234871,7270.4
91.331828619,7270.4
92.137808008,7270.4
92.939484005,5324.8
93.743227310,5324.8
94.544666131,5324.8
95.346372766,4403.2
96.150768049,4403.2
96.946365267,3276.8
97.745478292,3993.6
98.547148649,3993.6
99.349566984,3993.6
100.151473550,5222.4
100.952244075,5222.4
101.757889471,4300.8
102.560433918,4300.8
103.358319061,4300.8
104.162862003,3891.2
104.965735190,3891.2
105.767548721,3891.2
106.570541852,3891.2
107.372272276,3379.2
108.173353373,3379.2
108.974210758,4300.8
109.772974628,4300.8
110.574111112,5120.0
111.373392442,5120.0
112.170003480,5120.0
112.971923060,4300.8
113.772274088,4300.8
114.577954833,4198.4
115.383124732,4198.4
116.181197404,4198.4
116.981327486,3276.8
117.786988929,3276.8
118.590434677,3276.8
119.391355018,5017.6
120.189854831,5017.6
120.991183614,6451.2
121.795750580,6451.2
122.601197378,4812.8
123.403048166,4812.8
124.207446154,4608.0
125.010684918,4608.0
125.814275657,4608.0
126.618908794,4608.0
127.420330833,3891.2
128.221387967,4915.2
129.019619054,4915.2
129.823125748,4915.2
130.623430517,5120.0
131.423097403,5120.0
132.222317411,5120.0
133.026059641,3993.6
133.826690086,3993.6
134.629025376,3993.6
135.434195304,4300.8
136.232069260,4300.8
137.035351994,3993.6
137.838872761,3993.6
138.639765930,3993.6
139.441304368,6348.8
140.243760177,5836.8
141.049419293,5836.8
141.853097056,5836.8
142.648037972,5836.8
143.450986428,3993.6
144.252556865,3993.6
145.051977620,3993.6
145.851292198,3993.6
146.656163595,3993.6
147.459798717,3584.0
148.266193722,3584.0
149.066522543,5017.6
149.867072967,5017.6
150.666294463,5017.6
151.471020467,6758.4
152.267750123,6758.4
153.071361732,6860.8
153.873165660,6860.8
154.674738986,6860.8
155.479448956,6656.0
156.279389628,6656.0
157.081468477,3993.6
157.879361120,3993.6
158.674861709,4300.8
159.481834203,4300.8
160.289022654,3788.8
161.092361836,3788.8
161.899009858,3788.8
162.704632950,3788.8
163.504025863,4096.0
164.306659709,4096.0
165.105564586,4915.2
165.903729352,4915.2
166.706476545,4915.2
167.515857300,2969.6
168.317219142,2969.6
169.118810395,2150.4
169.917980860,2150.4
170.718806532,2150.4
171.516727052,3481.6
172.322841797,3481.6
173.123466426,7372.8
173.927840959,7372.8
174.729930653,5222.4
175.533083866,5222.4
176.333763908,5222.4
177.134962197,3379.2
177.930160841,3379.2
178.729902236,3379.2
179.533026362,2969.6
180.336093353,2662.4
181.138614682,2662.4
181.939282329,2662.4
182.750360952,4096.0
183.555874504,4096.0
184.367367496,3276.8
185.173771342,3276.8
185.975046690,3276.8
186.779197371,3891.2
187.586801213,3891.2
188.388315751,4096.0
189.187057379,4096.0
189.991012567,4096.0
