231, 0, 1, 0, 0
480, 1433600, 1, 0, 0
731, 3244032, 1, 0, 0
981, 2490368, 1, 0, 0
1231, 2490368, 1, 0, 0
1481, 2714216, 1, 0, 0
1731, 2932736, 1, 0, 0
1981, 163840, 1, 0, 0
2230, 2516819, 1, 0, 0
2480, 3276800, 1, 0, 0
2731, 3178496, 1, 0, 0
2981, 2572288, 1, 0, 0
3230, 3339309, 1, 0, 0
3481, 3145728, 1, 0, 0
3731, 2916352, 1, 0, 0
3981, 2179072, 1, 0, 0
4230, 3174811, 1, 0, 0
4481, 2277376, 1, 0, 0
4731, 3063808, 1, 0, 0
4981, 1966080, 1, 0, 0
5230, 2944514, 1, 0, 0
5480, 2949120, 1, 0, 0
5731, 3047424, 1, 0, 0
5981, 3227648, 1, 0, 0
6230, 2911614, 1, 0, 0
6481, 2916352, 1, 0, 0
6731, 3719168, 1, 0, 0
6981, 3276800, 1, 0, 0
7231, 3405108, 1, 0, 0
7481, 3211264, 1, 0, 0
7731, 2605056, 1, 0, 0
7980, 2730666, 1, 0, 0
8231, 2801664, 1, 0, 0
8481, 3014656, 1, 0, 0
8730, 3191261, 1, 0, 0
8981, 3883008, 1, 0, 0
9231, 3047424, 1, 0, 0
9480, 3174811, 1, 0, 0
9731, 1490944, 1, 0, 0
9981, 2244608, 1, 0, 0
10231, 2752512, 1, 0, 0
10481, 3273510, 1, 0, 0
10731, 1376256, 1, 0, 0
10981, 2424832, 1, 0, 0
11231, 2664867, 1, 0, 0
11481, 2850816, 1, 0, 0
11731, 2867200, 1, 0, 0
11980, 3224160, 1, 0, 0
12231, 3407872, 1, 0, 0
12481, 3211264, 1, 0, 0
12731, 2211840, 1, 0, 0
12981, 2911614, 1, 0, 0
13231, 2555904, 1, 0, 0
13481, 2818048, 1, 0, 0
13730, 3141911, 1, 0, 0
13981, 3129344, 1, 0, 0
14231, 2621440, 1, 0, 0
14480, 2401670, 1, 0, 0
14731, 2129920, 1, 0, 0
14981, 3096576, 1, 0, 0
15231, 3276800, 1, 0, 0
15480, 2451020, 1, 0, 0
15731, 3637248, 1, 0, 0
15981, 2965504, 1, 0, 0
16231, 2523136, 1, 0, 0
16481, 2878714, 1, 0, 0
16731, 2015232, 1, 0, 0
16981, 2768896, 1, 0, 0
17231, 3092562, 1, 0, 0
17481, 3063808, 1, 0, 0
17731, 3194880, 1, 0, 0
17981, 3141911, 1, 0, 0
18231, 3424256, 1, 0, 0
18480, 3059662, 1, 0, 0
18731, 2506752, 1, 0, 0
18981, 3309568, 1, 0, 0
19231, 3096576, 1, 0, 0
19481, 3289959, 1, 0, 0
19731, 2605056, 1, 0, 0
19981, 2146304, 1, 0, 0
20231, 3322859, 1, 0, 0
20481, 3031040, 1, 0, 0
20731, 3489792, 1, 0, 0
20980, 2993863, 1, 0, 0
21231, 3227648, 1, 0, 0
21481, 2850816, 1, 0, 0
21730, 3520257, 1, 0, 0
21981, 3227648, 1, 0, 0
22231, 2375680, 1, 0, 0
22481, 704512, 1, 0, 0
22731, 3059662, 1, 0, 0
22981, 3604480, 1, 0, 0
23231, 2555904, 1, 0, 0
23480, 2615518, 1, 0, 0
23731, 3440640, 1, 0, 0
23981, 3244032, 1, 0, 0
24231, 3014656, 1, 0, 0
24481, 3207710, 1, 0, 0
24731, 2867200, 1, 0, 0
24981, 2867200, 1, 0, 0
25230, 2714216, 1, 0, 0
25481, 2473984, 1, 0, 0
25731, 3227648, 1, 0, 0
25981, 2179072, 1, 0, 0
26231, 2763566, 1, 0, 0
26481, 2981888, 1, 0, 0
26731, 3375104, 1, 0, 0
26980, 3372208, 1, 0, 0
27231, 3145728, 1, 0, 0
27481, 3375104, 1, 0, 0
27730, 3059662, 1, 0, 0
27981, 3047424, 1, 0, 0
28231, 3031040, 1, 0, 0
28481, 3375104, 1, 0, 0
28730, 3043212, 1, 0, 0
28981, 2572288, 1, 0, 0
29231, 3129344, 1, 0, 0
29480, 3322859, 1, 0, 0
29731, 2850816, 1, 0, 0
29981, 2473984, 1, 0, 0
30231, 3342336, 1, 0, 0
30480, 3191261, 1, 0, 0
30731, 3342336, 1, 0, 0
30981, 2473984, 1, 0, 0
31230, 3141911, 1, 0, 0
31481, 2752512, 1, 0, 0
31731, 3211264, 1, 0, 0
31981, 3391488, 1, 0, 0
32230, 3257060, 1, 0, 0
32481, 3375104, 1, 0, 0
32731, 3473408, 1, 0, 0
32980, 2944514, 1, 0, 0
33231, 3604480, 1, 0, 0
33481, 3194880, 1, 0, 0
33731, 3211264, 1, 0, 0
33980, 3602506, 1, 0, 0
34231, 2834432, 1, 0, 0
34481, 2899968, 1, 0, 0
34731, 2719744, 1, 0, 0
34980, 3438008, 1, 0, 0
35231, 3031040, 1, 0, 0
35481, 3162112, 1, 0, 0
35731, 2670592, 1, 0, 0
35980, 2993863, 1, 0, 0
36231, 2162688, 1, 0, 0
36481, 2048000, 1, 0, 0
36730, 3141911, 1, 0, 0
36981, 3211264, 1, 0, 0
